date,vix_close,vix_high,vix_low,vix_open,sp500_close,sp500_high,sp500_low,sp500_open,sp500_volume,log_sp500_close,vix_delta,vix_spread,sp500_delta,sp500_spread
2019-08-28,19.350000381469727,21.63999938964844,19.100000381469727,20.549999237060547,2887.93994140625,2890.030029296875,2853.050048828125,2861.280029296875,3102480000,7.968298703884516,-1.1999988555908203,2.5399990081787145,26.659912109375,36.97998046875
2019-08-29,17.8799991607666,19.200000762939453,17.600000381469727,19.020000457763672,2924.580078125,2930.5,2905.669921875,2910.3701171875,3177150000,7.98090618632561,-1.1400012969970703,1.6000003814697266,14.2099609375,24.830078125
2019-08-30,18.979999542236328,19.18000030517578,17.09000015258789,17.940000534057617,2926.4599609375,2940.429931640625,2913.320068359375,2937.090087890625,3009910000,7.981548767085487,1.039999008178711,2.0900001525878906,-10.630126953125,27.10986328125
2019-09-03,19.65999984741211,21.149999618530273,19.40999984741211,20.959999084472656,2906.27001953125,2914.389892578125,2891.85009765625,2909.010009765625,3427830000,7.9746257577528015,-1.2999992370605469,1.739999771118164,-2.739990234375,22.539794921875
2019-09-04,17.329999923706055,18.829999923706055,17.260000228881836,18.229999542236328,2937.780029296875,2938.840087890625,2921.860107421875,2924.669921875,3167900000,7.985409483031223,-0.8999996185302734,1.5699996948242188,13.110107421875,16.97998046875
2019-09-05,16.270000457763672,17.049999237060547,15.449999809265137,16.920000076293945,2976.0,2985.860107421875,2960.60009765625,2960.60009765625,3902600000,7.998335395952982,-0.6499996185302734,1.5999994277954102,15.39990234375,25.260009765625
2019-09-06,15.0,16.059999465942383,14.90999984741211,15.920000076293944,2978.7099609375,2985.030029296875,2972.510009765625,2980.330078125,3209340000,7.999245586757359,-0.9200000762939435,1.1499996185302734,-1.6201171875,12.52001953125
2019-09-09,15.270000457763672,16.1299991607666,14.949999809265137,15.260000228881836,2978.429931640625,2989.429931640625,2969.389892578125,2988.429931640625,4031120000,7.99915157207846,0.010000228881835938,1.1799993515014648,-10.0,20.0400390625
2019-09-10,15.199999809265137,16.520000457763672,15.109999656677246,15.529999732971191,2979.389892578125,2979.389892578125,2957.010009765625,2971.010009765625,4393040000,7.99947382450439,-0.3299999237060547,1.4100008010864258,8.3798828125,22.3798828125
2019-09-11,14.609999656677246,15.520000457763672,14.550000190734863,15.329999923706056,3000.929931640625,3000.929931640625,2975.31005859375,2981.409912109375,3934370000,8.006677496830777,-0.7200002670288104,0.9700002670288086,19.52001953125,25.619873046875
2019-09-12,14.220000267028809,14.9399995803833,13.850000381469728,14.6899995803833,3009.570068359375,3020.739990234375,3000.919921875,3009.080078125,3796990000,8.00955251310901,-0.4699993133544922,1.0899991989135724,0.489990234375,19.820068359375
2019-09-13,13.739999771118164,14.3100004196167,13.510000228881836,14.15999984741211,3007.389892578125,3017.330078125,3002.89990234375,3012.2099609375,3557010000,8.008827836232046,-0.4200000762939453,0.8000001907348633,-4.820068359375,14.43017578125
2019-09-16,14.670000076293944,15.289999961853027,14.5,14.890000343322754,2997.9599609375,3002.18994140625,2990.669921875,2996.409912109375,4285860000,8.005687323315689,-0.22000026702881037,0.7899999618530273,1.550048828125,11.52001953125
2019-09-17,14.4399995803833,15.029999732971191,14.399999618530272,14.920000076293944,3005.699951171875,3006.2099609375,2993.72998046875,2995.669921875,3673250000,8.008265748688151,-0.48000049591064275,0.6300001144409197,10.030029296875,12.47998046875
2019-09-18,13.949999809265137,15.800000190734863,13.800000190734863,14.609999656677246,3006.72998046875,3007.830078125,2978.570068359375,3001.5,3458800000,8.008608381972419,-0.6599998474121094,2.0,5.22998046875,29.260009765625
2019-09-19,14.050000190734863,14.65999984741211,13.3100004196167,14.65999984741211,3006.7900390625,3021.989990234375,3003.159912109375,3010.360107421875,3265660000,8.008628356494349,-0.6099996566772461,1.3499994277954102,-3.570068359375,18.830078125
2019-09-20,15.31999969482422,15.84000015258789,13.350000381469728,13.9399995803833,2992.070068359375,3016.3701171875,2984.679931640625,3008.419921875,6103440000,8.003720757389468,1.3800001144409197,2.4899997711181623,-16.349853515625,31.690185546875
2019-09-23,14.90999984741211,16.0,14.710000038146973,15.350000381469728,2991.780029296875,2999.14990234375,2982.22998046875,2983.5,3187250000,8.00362381677164,-0.44000053405761896,1.2899999618530273,8.280029296875,16.919921875
2019-09-24,17.049999237060547,17.6200008392334,14.329999923706056,14.770000457763672,2966.60009765625,3007.97998046875,2957.72998046875,3002.429931640625,3872800000,7.995171827808088,2.279998779296875,3.290000915527342,-35.829833984375,50.25
2019-09-25,15.960000038146973,18.450000762939453,15.6899995803833,17.049999237060547,2984.8701171875,2989.820068359375,2952.860107421875,2968.35009765625,3331200000,8.001311513050052,-1.0899991989135742,2.7600011825561523,16.52001953125,36.9599609375
2019-09-26,16.06999969482422,17.09000015258789,15.350000381469728,16.229999542236328,2977.6201171875,2987.280029296875,2963.7099609375,2985.72998046875,3084910000,7.998879642040439,-0.15999984741210938,1.7399997711181623,-8.10986328125,23.570068359375
2019-09-27,17.219999313354492,18.690000534057617,15.149999618530272,15.770000457763672,2961.7900390625,2987.31005859375,2945.530029296875,2985.469970703125,3246480000,7.99354910746131,1.4499988555908203,3.5400009155273455,-23.679931640625,41.780029296875
2019-09-30,16.239999771118164,17.350000381469727,16.200000762939453,17.229999542236328,2976.739990234375,2983.85009765625,2967.070068359375,2967.070068359375,3249130000,7.998584017676559,-0.9899997711181641,1.1499996185302734,9.669921875,16.780029296875
2019-10-01,18.559999465942383,18.6200008392334,15.789999961853027,16.020000457763672,2940.25,2992.530029296875,2938.699951171875,2983.68994140625,3560750000,7.986249890731146,2.539999008178711,2.830000877380371,-43.43994140625,53.830078125
2019-10-02,20.559999465942383,21.459999084472656,18.75,18.75,2887.610107421875,2924.780029296875,2874.929931640625,2924.780029296875,3914180000,7.968184486543502,1.8099994659423828,2.7099990844726562,-37.169921875,49.85009765625
2019-10-03,19.1200008392334,21.440000534057617,19.030000686645508,20.11000061035156,2910.6298828125,2911.1298828125,2855.93994140625,2885.3798828125,3515130000,7.9761247913173685,-0.9899997711181605,2.4099998474121094,25.25,55.18994140625
2019-10-04,17.040000915527344,19.969999313354492,16.969999313354492,19.420000076293945,2952.010009765625,2953.739990234375,2918.56005859375,2918.56005859375,3005600000,7.990241576556628,-2.3799991607666016,3.0,33.449951171875,35.179931640625
2019-10-07,17.860000610351562,18.520000457763672,16.440000534057617,18.270000457763672,2938.7900390625,2959.75,2935.679931640625,2944.22998046875,2959050000,7.985753224282947,-0.4099998474121094,2.0799999237060547,-5.43994140625,24.070068359375
